@relation fourier

@ATTRIBUTE c0 NUMERIC
@ATTRIBUTE c1 NUMERIC
@ATTRIBUTE c2 NUMERIC
@ATTRIBUTE c3 NUMERIC
@ATTRIBUTE c4 NUMERIC
@ATTRIBUTE c5 NUMERIC
@ATTRIBUTE c6 NUMERIC
@ATTRIBUTE c7 NUMERIC
@ATTRIBUTE c8 NUMERIC
@ATTRIBUTE c9 NUMERIC
@ATTRIBUTE c10 NUMERIC
@ATTRIBUTE c11 NUMERIC
@ATTRIBUTE c12 NUMERIC
@ATTRIBUTE c13 NUMERIC
@ATTRIBUTE c14 NUMERIC
@ATTRIBUTE c15 NUMERIC
@ATTRIBUTE c16 NUMERIC
@ATTRIBUTE c17 NUMERIC
@ATTRIBUTE c18 NUMERIC
@ATTRIBUTE c19 NUMERIC
@ATTRIBUTE c20 NUMERIC
@ATTRIBUTE c21 NUMERIC
@ATTRIBUTE c22 NUMERIC
@ATTRIBUTE c23 NUMERIC
@ATTRIBUTE c24 NUMERIC
@ATTRIBUTE c25 NUMERIC
@ATTRIBUTE c26 NUMERIC
@ATTRIBUTE c27 NUMERIC
@ATTRIBUTE c28 NUMERIC
@ATTRIBUTE c29 NUMERIC
@ATTRIBUTE c30 NUMERIC
@ATTRIBUTE c31 NUMERIC
@ATTRIBUTE c32 NUMERIC
@ATTRIBUTE c33 NUMERIC
@ATTRIBUTE c34 NUMERIC
@ATTRIBUTE c35 NUMERIC
@ATTRIBUTE class {aberta-dorso ,aberta-palma ,fechada-dorso}
@data
2.653956061170829 , -28.987409740679645 , 1.5511203202901622 , -190.94046543263966 , 9.841411291694659 , -2.3325372298987164 , -28.90479232613516 , -0.3387624749821242 , 5.17852548309944 , 11.296531481836253 , -1.275343868128476 , 5.9263083153384395 , -0.6130016892277008 , 0.025183532634503743 , -1.3699955356717557 , 0.008470980413391296 , -0.815030611746668 , -8.03538892212687 , 1.187712132447731 , -14.84654469593145 , 2.197838392153865 , 0.2625533778274282 , 1.7126294222628298 , -0.5584140633310039 , -1.7068640605576086 , 0.4952258227984941 , 0.0021928740324425565 , 3.448285414434194 , -0.7436859474763344 , -1.0426870700054547 , -4.46298140588295 , 0.134100467218711 , -0.20548001001573368 , 0.8714378433036233 , -0.2710164883347236 , -6.67449370843003 , aberta-dorso
2.653956061170829 , -28.987409740679645 , 1.5511203202901622 , -190.94046543263966 , 9.841411291694659 , -2.3325372298987164 , -28.90479232613516 , -0.3387624749821242 , 5.17852548309944 , 11.296531481836253 , -1.275343868128476 , 5.9263083153384395 , -0.6130016892277008 , 0.025183532634503743 , -1.3699955356717557 , 0.008470980413391296 , -0.815030611746668 , -8.03538892212687 , 1.187712132447731 , -14.84654469593145 , 2.197838392153865 , 0.2625533778274282 , 1.7126294222628298 , -0.5584140633310039 , -1.7068640605576086 , 0.4952258227984941 , 0.0021928740324425565 , 3.448285414434194 , -0.7436859474763344 , -1.0426870700054547 , -4.46298140588295 , 0.134100467218711 , -0.20548001001573368 , 0.8714378433036233 , -0.2710164883347236 , -6.67449370843003 , aberta-dorso
25.08121877336264 , -13.3218659533861 , -0.20378302220605818 , -154.14992205422766 , -2.2138435283570077 , 0.21939284332032322 , -13.413589110841631 , -0.6767285150600347 , 6.582381944089114 , 13.414816711577588 , 0.3640788377915708 , 61.02833535184346 , 1.9649810610353127 , -0.611859875006543 , 17.64073677460768 , 1.0226739305606696 , -15.915575087502953 , -12.715289960459884 , -0.4012812029452769 , -32.0921466408282 , -1.523236443926762 , 0.6513772761566587 , -14.158369587352503 , -0.6555404866953873 , 7.771974181840872 , 12.536370159163434 , 0.6741112995585051 , 22.323401017129154 , 1.3732675921221913 , -0.3273474231020209 , 6.8558984542430546 , -0.20060527192863534 , 10.420841253870522 , -5.617631602820144 , -0.3778234077388547 , -22.84872721754079 , aberta-dorso
25.08121877336264 , -13.3218659533861 , -0.20378302220605818 , -154.14992205422766 , -2.2138435283570077 , 0.21939284332032322 , -13.413589110841631 , -0.6767285150600347 , 6.582381944089114 , 13.414816711577588 , 0.3640788377915708 , 61.02833535184346 , 1.9649810610353127 , -0.611859875006543 , 17.64073677460768 , 1.0226739305606696 , -15.915575087502953 , -12.715289960459884 , -0.4012812029452769 , -32.0921466408282 , -1.523236443926762 , 0.6513772761566587 , -14.158369587352503 , -0.6555404866953873 , 7.771974181840872 , 12.536370159163434 , 0.6741112995585051 , 22.323401017129154 , 1.3732675921221913 , -0.3273474231020209 , 6.8558984542430546 , -0.20060527192863534 , 10.420841253870522 , -5.617631602820144 , -0.3778234077388547 , -22.84872721754079 , aberta-dorso
9.588754865957672 , -15.651053631134124 , 4.583188194278226 , -154.33874415948003 , 56.577795620905874 , -10.121305737389443 , -14.291596824769417 , -2.674357934011992 , 10.781328902413376 , 12.164115305337724 , -12.48287610933221 , 37.16058925712921 , -28.159103771730464 , 8.366077506807189 , 5.545576941130755 , -8.778731209574152 , -11.083153104752771 , -3.6854639014150514 , 7.800785837404587 , -12.522193852641436 , 23.188974753575835 , -4.8590597280406795 , -0.058136170855377985 , -13.942343656647148 , -0.45271189218932706 , 0.8548868644518474 , -8.18870166167899 , 0.3460904967647667 , -9.675710473844664 , -1.6626030055999153 , -0.5533602596927019 , -2.0589780717041846 , 3.2908373127992245 , -2.0806563766033817 , -1.175238107374679 , -3.9158865944913863 , aberta-dorso
9.588754865957672 , -15.651053631134124 , 4.583188194278226 , -154.33874415948003 , 56.577795620905874 , -10.121305737389443 , -14.291596824769417 , -2.674357934011992 , 10.781328902413376 , 12.164115305337724 , -12.48287610933221 , 37.16058925712921 , -28.159103771730464 , 8.366077506807189 , 5.545576941130755 , -8.778731209574152 , -11.083153104752771 , -3.6854639014150514 , 7.800785837404587 , -12.522193852641436 , 23.188974753575835 , -4.8590597280406795 , -0.058136170855377985 , -13.942343656647148 , -0.45271189218932706 , 0.8548868644518474 , -8.18870166167899 , 0.3460904967647667 , -9.675710473844664 , -1.6626030055999153 , -0.5533602596927019 , -2.0589780717041846 , 3.2908373127992245 , -2.0806563766033817 , -1.175238107374679 , -3.9158865944913863 , aberta-dorso
-64.42745116036942 , 13.259782932648012 , -10.771222496805425 , -83.07047834392868 , 68.45397933070112 , -1.5868955412684498 , -0.8646469961851188 , 21.982555648203483 , 12.921993287209654 , -1.024466745417199 , 5.378877217442257 , 9.251020126317345 , -47.12369100612647 , -2.2064284601663178 , 0.3809646723048281 , -10.58440041955091 , 1.729351160154336 , 0.2798551193623493 , 0.5348008797526504 , 10.815780817501564 , 19.865855910174723 , 4.831297950237433 , -5.378151478075558 , -0.5304842908163785 , 0.5475851362769399 , -1.6433094644512296 , -0.5659388534065996 , -8.811637798899802 , -3.599653853954282 , -0.5980793691651516 , 15.115248249863473 , 0.034062186448618255 , -1.008325410247241 , -2.8587362944349364 , 0.8971923471548492 , -29.783089961700256 , aberta-dorso
-64.42745116036942 , 13.259782932648012 , -10.771222496805425 , -83.07047834392868 , 68.45397933070112 , -1.5868955412684498 , -0.8646469961851188 , 21.982555648203483 , 12.921993287209654 , -1.024466745417199 , 5.378877217442257 , 9.251020126317345 , -47.12369100612647 , -2.2064284601663178 , 0.3809646723048281 , -10.58440041955091 , 1.729351160154336 , 0.2798551193623493 , 0.5348008797526504 , 10.815780817501564 , 19.865855910174723 , 4.831297950237433 , -5.378151478075558 , -0.5304842908163785 , 0.5475851362769399 , -1.6433094644512296 , -0.5659388534065996 , -8.811637798899802 , -3.599653853954282 , -0.5980793691651516 , 15.115248249863473 , 0.034062186448618255 , -1.008325410247241 , -2.8587362944349364 , 0.8971923471548492 , -29.783089961700256 , aberta-dorso
14.908053843162444 , -7.623488173415129 , 0.24720561588428885 , -135.0401732106872 , 4.219464120985185 , -1.0291440802378502 , -21.54007826155535 , 0.0701620261625375 , 6.8486542453804455 , 12.01817495704162 , -0.6882597686249573 , 50.50929302690947 , -2.9990778333299253 , 1.1009765573746908 , 14.571607903319672 , -0.7616072251247625 , -13.872922470564916 , -12.912614809617214 , 1.289912688868564 , -24.117463916438506 , 2.073161030469194 , -1.1005344055661108 , -9.75790105106484 , 0.2546831421324222 , 3.78775504186733 , 12.537612617152499 , -1.5509461295114013 , 15.834256155457265 , -1.9705080112612952 , 0.6621256694983119 , 3.6887293027406223 , 1.4242418676404658 , 9.230433873279491 , -4.8525782895655105 , 0.7120708564073731 , -14.242338698942278 , aberta-dorso
14.908053843162444 , -7.623488173415129 , 0.24720561588428885 , -135.0401732106872 , 4.219464120985185 , -1.0291440802378502 , -21.54007826155535 , 0.0701620261625375 , 6.8486542453804455 , 12.01817495704162 , -0.6882597686249573 , 50.50929302690947 , -2.9990778333299253 , 1.1009765573746908 , 14.571607903319672 , -0.7616072251247625 , -13.872922470564916 , -12.912614809617214 , 1.289912688868564 , -24.117463916438506 , 2.073161030469194 , -1.1005344055661108 , -9.75790105106484 , 0.2546831421324222 , 3.78775504186733 , 12.537612617152499 , -1.5509461295114013 , 15.834256155457265 , -1.9705080112612952 , 0.6621256694983119 , 3.6887293027406223 , 1.4242418676404658 , 9.230433873279491 , -4.8525782895655105 , 0.7120708564073731 , -14.242338698942278 , aberta-dorso
